1,"[[-0.08631212838701399], [-0.09722956527730385]]",0.002499875631156574,"[[2.183541420748658], [0.010863390153049934]]",1.1919930831060708,487.64800691689396
2,"[[-0.0016016965729023919], [-0.03669584532178576]]",0.02752971588992505,"[[3.0770543420360092], [2.198850151507426]]",1.1263658862185917,0.06860703060907114
3,"[[0.03437310787638151], [0.04242451402820068]]",0.00503754021291813,"[[7.141343379658012], [15.706149431242725]]",0.9389178088944735,0.25307527421159726
4,"[[0.27580710201582637], [0.23782501862145441]]",0.03570400974253217,"[[6.762097475338692], [5.47278879885819]]",0.6687192193884183,0.4576466668301734
5,"[[0.32220415884229825], [0.32919651542812484]]",0.0042809322271031855,"[[10.83807319647006], [21.34383166082018]]",0.4642965073530117,0.4746213015414618
6,"[[0.5966417290291743], [0.5666836116239872]]",0.04441021846753279,"[[6.179604146453604], [5.347577751041312]]",0.25244677460687187,0.4162724447815464
7,"[[0.6370363759820802], [0.6413184198986321]]",0.0037867240611984586,"[[10.66743874126422], [19.709597812897893]]",0.13357618237054983,0.33072032498246184
8,"[[0.8468143819006901], [0.8309017695980019]]",0.05238392125666026,"[[4.00462586393221], [3.619113368212492]]",0.048786956622034174,0.2036598179848377
9,"[[0.8696658315444123], [0.871357636837652]]",0.0034252771982762804,"[[6.67141615727388], [11.81097613355467]]",0.017273215982032866,0.11630296638851696
10,"[[0.9668485683358993], [0.961955741169721]]",0.05822738963135356,"[[1.669021012392373], [1.555936216712778]]",0.0034929931891887053,0.04529396343284547
11,"[[0.974184269191478], [0.9745447585645522]]",0.0031439546991595163,"[[2.333271804946773], [4.004198087903964]]",0.0006794472159880126,0.016593768766044854
12,"[[0.99693976114646], [0.9962662725297092]]",0.06092767086454177,"[[0.37348370013311916], [0.356513118865968]]",5.472375353000127e-05,0.003438269435658704
13,"[[0.9979810380745435], [0.9980109267078684]]",0.0029160698263344972,"[[0.35708230258411144], [0.5982895753742093]]",4.165540296645773e-06,0.0006752816756913669
14,"[[0.9999357220563735], [0.9999121986818066]]",0.06036281113574618,"[[0.03238225564800405], [0.031497406071140176]]",5.946656913833392e-08,5.466428696086294e-05
